Gene_Symbol	Gene_Id	Disease_Id	Psychiatric_disorder	Pubmed_Id	Association_Type	Sentence
TNIK	23043	C0036341	Schizophrenia spectrum and other psychotic disorders	21440632	Association	Using this system we focused on three postsynaptic proteins DISC1, <span class=gene id=21440632-4-67-71>TNIK</span> and PSD-93/DLG2 each of which is encoded by a <span class=disease id=21440632-4-118-131>schizophrenia</span> susceptibility gene.
SIRT1	23411	C0036341	Schizophrenia spectrum and other psychotic disorders	20977650	Association	In conclusion, the <span class=gene id=20977650-9-19-24>SIRT1</span> gene may play an important role in the pathophysiology of <span class=disease id=20977650-9-83-96>schizophrenia</span> in the Japanese population.
NCS1	23413	C0036341	Schizophrenia spectrum and other psychotic disorders	15364041	Association	Finally, our findings suggest that elevations in the expressions of calcyon and <span class=gene id=15364041-11-80-85>NCS-1</span> in <span class=disease id=15364041-11-89-102>schizophrenia</span> may have the same underlying cause.
NCS1	23413	C0036341	Schizophrenia spectrum and other psychotic disorders	24631552	Association	Although <span class=gene id=24631552-4-9-14>NCS-1</span> has been associated with psychiatric conditions including autism, bipolar disorder and <span class=disease id=24631552-4-102-115>schizophrenia</span>, it is unclear which role <span class=gene id=24631552-4-142-147>NCS-1</span> plays in behavior.
BRD1	23774	C0036341	Schizophrenia spectrum and other psychotic disorders	16924267	Association	The results implicate <span class=gene id=16924267-8-22-26>BRD1</span> with <span class=disease id=16924267-8-32-34>SZ</span> and BPD susceptibility and provide evidence that suggests a role for <span class=gene id=16924267-8-104-108>BRD1</span> in neurodevelopment.
BRD1	23774	C0036341	Schizophrenia spectrum and other psychotic disorders	19693800	Association	The associations reported add further support for the implication of <span class=gene id=19693800-8-69-73>BRD1</span> with <span class=disease id=19693800-8-79-81>SZ</span> and BPD susceptibility.
BRD1	23774	C0036341	Schizophrenia spectrum and other psychotic disorders	19763615	Association	We have recently shown that the gene <span class=gene id=19763615-1-37-41>BRD1</span> is associated with <span class=disease id=19763615-1-61-74>schizophrenia</span> and bipolar affective disorder and that the BRD1 protein (<span class=gene id=19763615-1-133-137>BRD1</span>) which is expressed in neurons may occur in a short and a long variant.
BRD1	23774	C0036341	Schizophrenia spectrum and other psychotic disorders	22341945	Association	Recent genetic evidence has implicated the <span class=gene id=22341945-1-43-67>bromodomain containing 1</span> gene (<span class=gene id=22341945-1-74-78>BRD1</span>) with brain development and susceptibility to <span class=disease id=22341945-1-125-138>Schizophrenia</span> and Bipolar Disorder.
ALK	238	C0036341	Schizophrenia spectrum and other psychotic disorders	16604305	Association	These results suggest that genetic variations of the <span class=gene id=16604305-4-53-56>ALK</span> gene might confer susceptibility to <span class=disease id=16604305-4-93-106>schizophrenia</span>.
GNAS	2778	C0036341	Schizophrenia spectrum and other psychotic disorders	16406317	Association	The T393C polymorphism of the <span class=gene id=16406317-0-30-35>GNAS1</span> gene is associated with deficit <span class=disease id=16406317-0-68-81>schizophrenia</span> in an Italian population sample.
GABRG2	2566	C0036341	Schizophrenia spectrum and other psychotic disorders	19682861	Association	Taken together, the results of the present study suggest that <span class=gene id=19682861-4-62-68>GABRG2</span> may be involved in <span class=disease id=19682861-4-88-91>SCZ</span> susceptibility, but further studies are required.
GABRG2	2566	C0036341	Schizophrenia spectrum and other psychotic disorders	24776921	Association	We recently reported <span class=gene id=24776921-3-21-27>GABRG2</span> to be associated with <span class=disease id=24776921-3-50-63>schizophrenia</span> in our case-control and family samples.
GCH1	2643	C0349204	Schizophrenia spectrum and other psychotic disorders	25270546	Association	A significant decrease in <span class=gene id=25270546-7-26-30>GCH1</span> mRNA levels was observed in <span class=disease id=25270546-7-59-62>FEP</span> patients relative to controls.
GCH1	2643	C0033975	Schizophrenia spectrum and other psychotic disorders	25270546	Association	A significant decrease in <span class=gene id=25270546-7-26-30>GCH1</span> mRNA levels was observed in <span class=disease id=25270546-7-59-62>FEP</span> patients relative to controls.
GCH1	2643	C0036341	Schizophrenia spectrum and other psychotic disorders	25270546	Association	A significant decrease in <span class=gene id=25270546-7-26-30>GCH1</span> mRNA levels was observed in <span class=disease id=25270546-7-59-62>FEP</span> patients relative to controls.
MDGA1	266727	C0036341	Schizophrenia spectrum and other psychotic disorders	18384059	Association	Further studies in independent samples are needed, including upcoming genome wide association study results, but our data suggest that <span class=gene id=18384059-10-135-140>MDGA1</span> is a new <span class=disease id=18384059-10-150-152>SZ</span> susceptibility gene, and that altered neuronal migration is involved in SZ pathology.
MDGA1	266727	C0036341	Schizophrenia spectrum and other psychotic disorders	21146959	Association	The <span class=gene id=21146959-0-4-9>MDGA1</span> gene confers risk to <span class=disease id=21146959-0-31-44>schizophrenia</span> and bipolar disorder.
GFRA1	2674	C0036341	Schizophrenia spectrum and other psychotic disorders	20116071	Association	We observed that GFRA3 rs11242417 and <span class=gene id=20116071-6-38-43>GFRA1</span> rs11197557 variants were significantly associated with <span class=disease id=20116071-6-99-112>schizophrenia</span> after combining results from both <span class=disease id=20116071-6-147-160>schizophrenia</span> samples.
NPTN	27020	C0036341	Schizophrenia spectrum and other psychotic disorders	17123723	Association	These results suggest that <span class=gene id=17123723-9-27-31>NPTN</span> may be involved in genetic susceptibility to <span class=disease id=17123723-9-77-90>schizophrenia</span>.
GJA8	2703	C0036341	Schizophrenia spectrum and other psychotic disorders	17412882	Association	Our matched case-control and family study indicate that <span class=gene id=17412882-13-56-60>Cx50</span>, but not Cx40, may play a role in the genetic susceptibility to <span class=disease id=17412882-13-125-138>schizophrenia</span>.
DAOA-AS1	282706	C0036341	Schizophrenia spectrum and other psychotic disorders	18023149	Association	The G72/<span class=gene id=18023149-1-8-11>G30</span> gene complex (G72 also known as D-amino acid oxidase activator, DAOA) and its chromosomal region 13q32-34 have been linked and associated with both <span class=disease id=18023149-1-160-173>schizophrenia</span> (<span class=disease id=18023149-1-175-178>SCZ</span>) and bipolar disorder (BP) in multiple studies, including our initial association report on BP.
DAOA-AS1	282706	C0036341	Schizophrenia spectrum and other psychotic disorders	18165970	Association	In the present study we investigated whether individual polymorphisms or haplotypes of the DAO and G72(DAOA)/<span class=gene id=18165970-2-109-112>G30</span> genes, which have been previously implicated in <span class=disease id=18165970-2-161-174>schizophrenia</span>, are also associated with bipolar disorder.
DAOA-AS1	282706	C0036341	Schizophrenia spectrum and other psychotic disorders	23092656	Association	Results from these studies demonstrate that expression of the human G72/<span class=gene id=23092656-7-72-75>G30</span> gene locus in mice produces behavioral phenotypes that are relevant to <span class=disease id=23092656-7-147-160>schizophrenia</span>.
GRIA1	2890	C0036341	Schizophrenia spectrum and other psychotic disorders	23053966	Association	These results suggest that <span class=gene id=23053966-10-27-32>GRIA1</span> polymorphism may have influence upon the risk of developing <span class=disease id=23053966-10-93-106>schizophrenia</span>.
GRIA3	2892	C0036341	Schizophrenia spectrum and other psychotic disorders	18163426	Association	We conclude that, of the three AMPA genes analyzed here, only <span class=gene id=18163426-8-62-67>GRIA3</span> seems to be involved in the pathogenesis of <span class=disease id=18163426-8-112-125>schizophrenia</span>, but only in females.
GRIA3	2892	C0036341	Schizophrenia spectrum and other psychotic disorders	23149219	Association	The methylation of <span class=gene id=23149219-6-19-24>GRIA3</span> highly increased the risk of <span class=disease id=23149219-6-54-67>schizophrenia</span>, but non-significant (OR=2.3, 95% CI; 0.51-10.42).
GSN	2934	C0036341	Schizophrenia spectrum and other psychotic disorders	15542240	Association	All the hints suggest that <span class=gene id=15542240-4-27-30>GSN</span> is a novel candidate gene in occurrence of <span class=disease id=15542240-4-74-87>schizophrenia</span>.
GSTP1	2950	C0036939	Schizophrenia spectrum and other psychotic disorders	15729709	Association	Our findings suggest that the polymorphism (Ile105Val) on exon 5 of the <span class=gene id=15729709-8-72-77>GSTP1</span> gene may contribute to a vulnerability to <span class=disease id=15729709-8-120-129>psychosis</span> associated with MAP abuse in Japanese population.
GSTP1	2950	C0033975	Schizophrenia spectrum and other psychotic disorders	15729709	Association	Our findings suggest that the polymorphism (Ile105Val) on exon 5 of the <span class=gene id=15729709-8-72-77>GSTP1</span> gene may contribute to a vulnerability to <span class=disease id=15729709-8-120-129>psychosis</span> associated with MAP abuse in Japanese population.
GSTP1	2950	C0349204	Schizophrenia spectrum and other psychotic disorders	15729709	Association	Our findings suggest that the polymorphism (Ile105Val) on exon 5 of the <span class=gene id=15729709-8-72-77>GSTP1</span> gene may contribute to a vulnerability to <span class=disease id=15729709-8-120-129>psychosis</span> associated with MAP abuse in Japanese population.
GSTP1	2950	C0036341	Schizophrenia spectrum and other psychotic disorders	25358668	Association	The present study supports the hypothesis that impairment in the promoter region of GSTT and <span class=gene id=25358668-5-93-97>GSTP</span> genes by hypermethylation may increase the risk of <span class=disease id=25358668-5-149-162>schizophrenia</span>.
DNMT3L	29947	C0036341	Schizophrenia spectrum and other psychotic disorders	24859147	Association	<span class=gene id=24859147-9-0-6>DNMT3L</span> rs2070565 (genotype P?=?0.007, allele P?=?0.0026) confers an increased risk of developing <span class=disease id=24859147-9-97-110>schizophrenia</span> at an early age in individuals with family history.
HLA-DQB1	3119	C0036341	Schizophrenia spectrum and other psychotic disorders	11423178	Association	The studies were prompted by our earlier report of an association between <span class=disease id=11423178-3-74-87>schizophrenia</span> and <span class=gene id=11423178-3-92-100>HLA DQB1</span> alleles (<span class=gene id=11423178-3-110-118>HLA DQB1</span>*0602 and <span class=gene id=11423178-3-128-136>HLA DQB1</span>*0303) in the Singapore sample.
IGF2	3481	C0036341	Schizophrenia spectrum and other psychotic disorders	19394958	Association	We studied the expression of IDE protein in postmortem brains of patients with <span class=disease id=19394958-3-79-92>schizophrenia</span> and controls because: (1) the gene encoding IDE is located on chromosome 10q23-q25, a gene locus linked to schizophrenia; (2) insulin resistance with brain insulin receptor deficits/receptor dysfunction was reported in schizophrenia; (3) the enzyme cleaves IGF-I and <span class=gene id=19394958-3-360-366>IGF-II</span> which are implicated in the pathophysiology of the disease; and (4) brain gamma-endorphin levels, liberated from beta-endorphin exclusively by IDE, have been reported to be altered in <span class=disease id=19394958-3-551-564>schizophrenia</span>.
